text
"@akkg90 Money in your pocket is better than money in someone else’s pocket. 
So, you are also going yo vote for And… https://t.co/KF1QQfAdOC"
"@DrJasonJohnson @MrLegenDarius ... lastly, why was Richard Spencer ever a Yang supporter? I don't know. Maybe just… https://t.co/dsD5te5xHM"
"@TheRevAl His name is Andrew Yang
His name is Andrew Yang
His name is Andrew Yang
His name is Andrew Yang
His name… https://t.co/K4YprOx7Wg"
People in the yang gang disgust me. How are you going to tweet to Andrew yang and demand a job interview! The man i… https://t.co/8aMOrE2pMb
@USCentrist I think that you mean Andrew Yang.
