original_text,processed_text
RT @AllThatandMoore: https://t.co/o4eUJk7AMO https://t.co/rwV2pA3Fgi,:
RT @borzou: Trump mignons shaking down UK for dirt on his domestic enemies: “It is like nothing we have come across before. They are basica…,: Trump mignons shaking UK dirt domestic enemies : “ It like nothing come across . They basica…
"RT @kylegriffin1: WaPo confirms Politico: After Trump's phone call with the leader of Ukraine, top White House lawyer John Eisenberg instru…",": WaPo confirms Politico : After Trump 's phone call leader Ukraine , top White House lawyer John Eisenberg instru…"
"I'm sure when Trump tells Melania he does cheat on her, he thinks it's the 'perfect' story/alibi.","I 'm sure Trump tells Melania cheat , thinks 's 'perfect ' story/alibi ."
RT @intelligencer: Trump’s extraordinary distortion of American foreign policy for political gain is not a one-time offense that he’s learn…,: Trump ’ extraordinary distortion American foreign policy political gain one-time offense ’ learn…
RT @IngrahamAngle: Grassley Received Classified Briefing on Acquisition By Chinese Firm Tied to Hunter Biden https://t.co/Dz90DxVJuL via @e…,: Grassley Received Classified Briefing Acquisition By Chinese Firm Tied Hunter Biden via …
RT @KurtSchlichter: They already killed it https://t.co/KHFNGoVH7t,: They already killed
RT @joshtpm: The bummer for Democrats is that they're in an inherent disadvantage in the collusion/extortion era. Dictatorships and quasi-f…,: The bummer Democrats 're inherent disadvantage collusion/extortion era . Dictatorships quasi-f…
"RT @zaridan: My Congressman, Devin Nunes, just sent out a survey asking about support for Trump’s Impeachment: https://t.co/aQCDi6BjQA
Do y…",": My Congressman , Devin Nunes , sent survey asking support Trump ’ Impeachment : Do y…"
"RT @ogjessee: @watsamatawich Sounds like we feel the same about most things. I was not sure if you misunderstood my tweet. So, yes, HRC won…",": Sounds like feel things . I sure misunderstood tweet . So , yes , HRC won…"
"RT @kurteichenwald: 8...article one, but never says who has the power to suspend and Trump can simply say, as Lincoln did, I have that powe…",": ... article one , never says power suspend Trump simply say , Lincoln , I powe…"
"RT @MomJar1: Coming from the #1 rated leaker in the USA . Demands TRUMP work with her on  DEMS specific  AGENDA

But refuses to sign a true…",: Coming rated leaker USA . Demands TRUMP work DEMS specific AGENDA But refuses sign true…
"RT @TransEquality: BREAKING: The Trump administration announced it will allow anti-LGBTQ discrimination in all grants from @HHSGov, impacti…",": BREAKING : The Trump administration announced allow anti-LGBTQ discrimination grants , impacti…"
"RT @lsarsour: Here’s how much top presidential campaigns have spent on American Sign Langauge interpretation so far:

Bernie Sanders: $23,3…",": Here ’ much top presidential campaigns spent American Sign Langauge interpretation far : Bernie Sanders : $ 23,3…"
RT @oufenix: @todd_poirier @TheRynheart They'll bring down the entire US gov to acquit Russia &amp; trump of what they did in 2016. And the Rep…,: They 'll bring entire US gov acquit Russia & amp ; trump . And Rep…
"RT @BettyBowers: When religious fanatics lay hands on Trump, I wonder what bothers him most:

1. Strange people he regards as useful idiots…",": When religious fanatics lay hands Trump , I wonder bothers : . Strange people regards useful idiots…"
RT @kurteichenwald: 2...I fear for 2020. It all comes down to presidential emergency powers. They are poorly defined in the Constituion and…,: ... I fear . It comes presidential emergency powers . They poorly defined Constituion and…
@IanMorr82313534 @wheatfrom There are a fair few libertarian republicans - Trump is partly one on the one hand he i… https://t.co/UHzus6MFCh,There fair libertarian republicans - Trump partly one one hand i…
"@realDonaldTrump ☑️ Abuse of power
☑️ Collusion with Russia
☑️ Quid Pro Quo with Ukraine
☑️ Obstruction of justice… https://t.co/fQtfIJQT48",️ Abuse power ️ Collusion Russia ️ Quid Pro Quo Ukraine ️ Obstruction justice…
RT @MaxBoot: The coveted war criminal endorsement https://t.co/b618reaapf,: The coveted war criminal endorsement
"RT @AngrierWHStaff: Fun fact:

Ronna is lying — if the internal polling on Capital Hill gets much worse, she’s going to have to change her…",": Fun fact : Ronna lying — internal polling Capital Hill gets much worse , ’ going change her…"
RT @savedemocracy18: @IntelOperator The allies of the US (not the President) are for the most part resisting these requests because they kn…,: The allies US ( President ) part resisting requests kn…
"RT @EpochTimes: “She’s going to [lose her power]… It only takes 19 seats to win the majority.”

@GOPLeader McCarthy warned that @SpeakerPel…",: “ She ’ going [ lose power ] … It takes seats win majority. ” McCarthy warned …
"RT @Pink_About_it: Trump is The most vetted President in history —-

Hillary Nor Obama would have withstood the daily abuse from media &amp; De…",: Trump The vetted President history —- Hillary Nor Obama would withstood daily abuse media & amp ; De…
"RT @DonaldJTrumpJr: ""The person who planted fake evidence shouldn't be the one ruling on the admissibility of fake evidence,"" Ratcliffe sai…",": `` The person planted fake evidence n't one ruling admissibility fake evidence , '' Ratcliffe sai…"
"RT @BadFoxGraphics: The conversion from “NO quid pro quo!” to ’There was quid pro quo, but it’s legal!’ is now fully realized https://t.co/…",": The conversion “ NO quid pro quo ! ” ’ There quid pro quo , ’ legal ! ’ fully realized"
"RT @w_terrence: Why did The Fake Mexican Beto Drop out? The Polls said he could be President Trump. 

Well the polls also said Trump Would…",: Why The Fake Mexican Beto Drop ? The Polls said could President Trump . Well polls also said Trump Would…
"RT @NYGovCuomo: Good riddance.

It’s not like @realDonaldTrump paid taxes here anyway... 

He’s all yours, Florida. https://t.co/9AX0q1aBkQ",": Good riddance . It ’ like paid taxes anyway ... He ’ , Florida ."
"I’m in Tupelo with @MSTODAYnews for President Donald Trump’s rally at the Bancorp South Arena. He’s running late, b… https://t.co/wz3EhjZlAe","I ’ Tupelo President Donald Trump ’ rally Bancorp South Arena . He ’ running late , b…"
@realDonaldTrump @FLOTUS @POTUS @VP,
RT @TomFitton: Maybe Obama can testify? https://t.co/tqwF8hZ4Lz,: Maybe Obama testify ?
"RT @FPWellman: Any veterans keep getting calls from ""Veterans Services"" saying that Trump passed a $55B overhaul that will allow all of our…",: Any veterans keep getting calls `` Veterans Services '' saying Trump passed $ 55B overhaul allow our…
"RT @DonaldJTrumpJr: ""The person who planted fake evidence shouldn't be the one ruling on the admissibility of fake evidence,"" Ratcliffe sai…",": `` The person planted fake evidence n't one ruling admissibility fake evidence , '' Ratcliffe sai…"
This is another high crime for which Trump can be impeached: child abuse.,This another high crime Trump impeached : child abuse .
@SpeakerPelosi @SenSchumer @RepAdamSchiff @RepJerryNadler - So Trump is thumbing his nose up to all of us clearly s… https://t.co/1mO0IwDGHi,- So Trump thumbing nose us clearly s…
"RT @MoooPapa: President Trump just donated his $400,000 salary to rebuild military cemeteries but I didn't hear that on the news.",": President Trump donated $ 400,000 salary rebuild military cemeteries I n't hear news ."
RT @AdamParkhomenko: Trump and team plan on buying off GOP Senators in an impeachment trial with election funds. Who could have seen that c…,: Trump team plan buying GOP Senators impeachment trial election funds . Who could seen c…
How Pelosi Might Have Screwed Over Her Party With This Trump Impeachment Nonsense https://t.co/2AIVydm3gd,How Pelosi Might Have Screwed Over Her Party With This Trump Impeachment Nonsense
RT @Duffy4Wisconsin: Lt. Col. Vindman is an American war hero.  As I said clearly this morning on air “I salute Mr. Vindman’s service.”  My…,: Lt. Col. Vindman American war hero . As I said clearly morning air “ I salute Mr. Vindman ’ service. ” My…
@BetoORourke TRUMP 2020. YOU ARE HUMAN GARBAGE BETO!!!,TRUMP . YOU ARE HUMAN GARBAGE BETO ! ! !
"RT @zeusFanHouse: This Is “The 1st Presidential #Impeachment Inquiry In Modern #History Authorized By Members Of Only One Party”

Nancy #Pe…",: This Is “ The st Presidential Inquiry In Modern Authorized By Members Of Only One Party ” Nancy …
RT @aries_mama: I am seeing people feel sorry for him over this post and it’s truly making the racist apologist show in y’all. I hope he we…,: I seeing people feel sorry post ’ truly making racist apologist show ’ . I hope we…
"Nearly half of UK know Boris Johnson is lying about protecting NHS from Trump trade deal
Vast majority say publicly… https://t.co/RLmsOxjhyv",Nearly half UK know Boris Johnson lying protecting NHS Trump trade deal Vast majority say publicly…
#BarnstormersForPete #PeteStorm #LJ19,
"RT @Redpainter1: The entire administration is ""acting"" because no one can actually pass a background check.

Fucking criminal assholes, all…",": The entire administration `` acting '' one actually pass background check . Fucking criminal assholes , all…"
"RT @SeanMcElwee: We tested a Democrat running on Medicare for All against Trump. Six times. With three different vendors. 
Every time the M…",: We tested Democrat running Medicare All Trump . Six times . With three different vendors . Every time M…
RT @heyitsCarolyn: 🔥L👀K at all of those Trump Supporters! And there were even more Trump supporters outside that couldn’t get into the Rall…,: LK Trump Supporters ! And even Trump supporters outside ’ get Rall…
"RT @GKeile: Just in case you didn't hear about it....

President Trump intends to repeal Obama's rule against faith-based foster-care progr…",: Just case n't hear ... . President Trump intends repeal Obama 's rule faith-based foster-care progr…
"CNN: ""Donald Trump wants to read the Ukraine call transcript to the country. That's a terrible idea""

Because it me… https://t.co/4I0X9ri5Aw",CNN : `` Donald Trump wants read Ukraine call transcript country . That 's terrible idea '' Because me…
@politico Not interested in my intelligence being insulted by Trump and #WHApprentice 💁🏾‍♀️,Not interested intelligence insulted Trump ‍️
RT @realDonaldTrump: “It has been 3 years and Donald Trump hasn’t done anything wrong. Donald Trump hasn’t done a single thing of which he…,: “ It years Donald Trump ’ done anything wrong . Donald Trump ’ done single thing he…
"RT @reubing: Trump rally tonight in Mississippi. 

On CSPAN2 at 8 PM Eastern time.

OANN also.

Please don't watch on Fox, which cuts in of…",": Trump rally tonight Mississippi . On CSPAN2 PM Eastern time . OANN also . Please n't watch Fox , cuts of…"
"TRUMP CALIFORNIA Fri, 1 Nov 2019 19:00:00 CDT","TRUMP CALIFORNIA Fri , Nov :00:00 CDT"
RT @chetporter: the only good thing trump ever did was accidentally reunite rage against the machine https://t.co/f2yrq3DZEL,: good thing trump ever accidentally reunite rage machine
RT @duty2warn: Trump has always sought respect and adulation - but most of all - legitimacy. He falsified a narrative about his life - inhe…,: Trump always sought respect adulation - - legitimacy . He falsified narrative life - inhe…
"RT @gtconway3d: As someone who thought the Iraq war was idiotic, I myself find Trump’s rhetoric on “endless wars” appealing.  But you don’t…",": As someone thought Iraq war idiotic , I find Trump ’ rhetoric “ endless wars ” appealing . But ’ t…"
"RT @ForRfb: @mattgaetz WOW....put his friend Donald Trump ahead of the Constitution.

Thankfully Gaetz re-election possibilities are slowly…",: WOW ... .put friend Donald Trump ahead Constitution . Thankfully Gaetz re-election possibilities slowly…
"RT @charliekirk11: Elizabeth Warren hates private schools, yet sent her son to one

Beto hates guns yet was protected by armed security

Be…",": Elizabeth Warren hates private schools , yet sent son one Beto hates guns yet protected armed security Be…"
RT @StormIsUponUs: House Democrats are seeking to impeach the president based on the second-hand OPINION of an anti-Trump CIA agent (who wo…,: House Democrats seeking impeach president based second-hand OPINION anti-Trump CIA agent ( wo…
"RT @glcompton: god I can’t stand him! can we please NOT have one or more of the following qualities in our next PM?  
- white
- male
- smug…",: god I ’ stand ! please NOT one following qualities next PM ? - white - male - smug…
RT @heyitsCarolyn: 🔥The IG Report looks into whether Obama's FBI illegally listened in on Trump based on fake info paid for &amp; provided by👉D…,: The IG Report looks whether Obama 's FBI illegally listened Trump based fake info paid & amp ; provided byD…
RT @Independent: UK intelligence officials shaken by Trump administration’s requests for help with counter-impeachment inquiry https://t.co…,: UK intelligence officials shaken Trump administration ’ requests help counter-impeachment inquiry
"RT @BetoORourke: ""We defeated ISIS."" — Donald Trump https://t.co/fO0P7cdTbY",: `` We defeated ISIS . '' — Donald Trump
"RT @charliekirk11: Elizabeth Warren hates private schools, yet sent her son to one

Beto hates guns yet was protected by armed security

Be…",": Elizabeth Warren hates private schools , yet sent son one Beto hates guns yet protected armed security Be…"
RT @deejay90192: @StephenGlahn @SuziHereimpeach @LindseyGrahamSC Putin is playing Trump like a fiddle and Americans will suffer the consequ…,: Putin playing Trump like fiddle Americans suffer consequ…
@maggieNYT Also a lot harder for them to say it when Trump did it.,Also lot harder say Trump .
"RT @mterr337: Kushner says the American people are sick and tired of trump being investigated. I agree, Jared. It has been extremely wearis…",": Kushner says American people sick tired trump investigated . I agree , Jared . It extremely wearis…"
"RT @thehill: President Trump: ""We have a new record stock market... I know that doesn't mean much to you people, but it used to be importan…",": President Trump : `` We new record stock market ... I know n't mean much people , used importan…"
"RT @htommy998: 11/1 重磅⚠️❗️❗️

布鲁金斯智库由中共支助👉

布鲁金斯支助Lawfare 👉

佩洛西，希夫，纳德勒雇佣Lawfare作为工作人员👉

结果是：【中共在援助对美国总统川普的弹劾。】

提醒⏰：有上万亿美元处于风险中。现在一切都明白了吧？…",: /1 重磅️️️ 布鲁金斯智库由中共支助 布鲁金斯支助Lawfare 佩洛西，希夫，纳德勒雇佣Lawfare作为工作人员 结果是：【中共在援助对美国总统川普的弹劾。】 提醒⏰：有上万亿美元处于风险中。现在一切都明白了吧？…
"RT @RobHerring: Mr. President, @OANN is ready to host your 'fireside chat' -- let the American people decide.

@realDonaldTrump https://t.c…",": Mr. President , ready host 'fireside chat ' -- let American people decide ."
RT @TaxReformExpert: Nancy Pelosi is upset that President Trump didn’t tell her about the secret  raid against ISIS all the while she’s try…,: Nancy Pelosi upset President Trump ’ tell secret raid ISIS ’ try…
"RT @charliekirk11: Elizabeth Warren hates private schools, yet sent her son to one

Beto hates guns yet was protected by armed security

Be…",": Elizabeth Warren hates private schools , yet sent son one Beto hates guns yet protected armed security Be…"
"RT @jedshug: Given the breaking news about govt lawyers John Eisenberg &amp; maybe Michael Ellis allegedly helping cover up Trump's crimes...
i…",: Given breaking news govt lawyers John Eisenberg & amp ; maybe Michael Ellis allegedly helping cover Trump 's crimes ... i…
RT @TheRynheart: ‘One British official with knowledge of Barr’s wish list presented to London commented  “it is like nothing we have come a…,: ‘ One British official knowledge Barr ’ wish list presented London commented “ like nothing come a…
"RT @charliekirk11: Did you know: 

The Washington Post first published a piece entitled ""The case for impeaching Trump now begins"" 

19 min…",: Did know : The Washington Post first published piece entitled `` The case impeaching Trump begins '' min…
"RT @thebradfordfile: Beto drops out, Kamala lays off staff, Biden is running out of money...

And President @realDonaldTrump is breaking th…",": Beto drops , Kamala lays staff , Biden running money ... And President breaking th…"
"Oh Really!!!
We, The Patriots will not forget this!!!","Oh Really ! ! ! We , The Patriots forget ! ! !"
RT @JuliaDavisNews: Videos show indicted Giuliani associate Lev Parnas standing behind Trump at 2018 rally. Trump has publicly distanced hi…,: Videos show indicted Giuliani associate Lev Parnas standing behind Trump rally . Trump publicly distanced hi…
"RT @SenWhitehouse: If the Republicans say they’re ""just jurors"" in the impeachment, it’s interesting that they’re sitting down with the pro…",": If Republicans say ’ `` jurors '' impeachment , ’ interesting ’ sitting pro…"
RT @foosgonewild: TRUMP MACKS GIULIANI #SCANDALOUSDESIRES https://t.co/VpPqr3RYMR,: TRUMP MACKS GIULIANI
"Whoa...
""What’s more, the L.A.Times also discovered that the majority of Trump’s donations were coming from souther… https://t.co/DmaTDcLRI9","Whoa ... `` What ’ , L.A.Times also discovered majority Trump ’ donations coming souther…"
"RT @kylegriffin1: Jay Sekulow, one of Trump's main personal attorneys, says his work for Trump is paid. But he declined, when asked by Yaho…",": Jay Sekulow , one Trump 's main personal attorneys , says work Trump paid . But declined , asked Yaho…"
"RT @LucyLovesTrump: @NYGovCuomo
@NYCMayor
Shame on you!

Thank you @DonaldJTrumpJr for setting the record straight.

Gov Cuomo jabs Trump f…",: Shame ! Thank setting record straight . Gov Cuomo jabs Trump f…
"RT @vulcanbomber2: How in the world does the Left and the Media see in the Pres. transcript of the Ukraine call, benefited him for personal…",": How world Left Media see Pres . transcript Ukraine call , benefited personal…"
"RT @axios: Trump says nominee Chad Wolf is already acting secretary of the Department of Homeland Security, while DHS says Wolf is the acti…",": Trump says nominee Chad Wolf already acting secretary Department Homeland Security , DHS says Wolf acti…"
RT @itsSweetThing: President Trump and First Lady Melania welcoming President Xi Jingping to the White House- (2019) https://t.co/VioenVeT0s,: President Trump First Lady Melania welcoming President Xi Jingping White House- ( 2019 )
RT @AlisMacc: For all the fools who thought the #metoo movement was overkill it clearly didn’t go far enough. This is BS! https://t.co/blyN…,: For fools thought movement overkill clearly ’ go far enough . This BS !
RT @mikefarb1: The greatest single finding our Data Research showed in the 2016 Election was that in every single Swing State. In every sin…,: The greatest single finding Data Research showed Election every single Swing State . In every sin…
RT @BeckFlatley: DONALD TRUMP https://t.co/Jeti8nh6JA,: DONALD TRUMP
RT @CarolLeonnig: BREAKING ...GOP members ready to admit Trump engaged in quid pro quo.... these two bringing you the news late on Friday @…,: BREAKING ... GOP members ready admit Trump engaged quid pro quo ... . two bringing news late Friday …
"RT @BlissTabitha: HUGE! Suspected 'Whistleblower' Ciaramella May Be CIA Spy Planted in Trump White House Identified as ""Charlie"" in Strzok…",: HUGE ! Suspected 'Whistleblower ' Ciaramella May Be CIA Spy Planted Trump White House Identified `` Charlie '' Strzok…
@HouseDemocrats @SenateDems @SpeakerPelosi @RepAdamSchiff   @realDonaldTrump @GOP @HouseGOP @SenateGOP   LOOK AT TH… https://t.co/K4J7Zvjrvw,LOOK AT TH…
"RT @20thgrader: Hi, Florida attorney here. 

Donald Trump is about to get ripped apart by NY Courts and there isn't a single presidential p…",": Hi , Florida attorney . Donald Trump get ripped apart NY Courts n't single presidential p…"
RT @kandibar2011: CSPAN2 will be covering the Trump Rally tonight !,: CSPAN2 covering Trump Rally tonight !
"RT @marklevinshow: Under Trump, black unemployment is lowest in history.  No doubt, Democrats will shout racism. https://t.co/5UXA3KLe5P",": Under Trump , black unemployment lowest history . No doubt , Democrats shout racism ."
"RT @RealJack: CNN Has Entire Day RUINED After Trump Obliterates Their October Job Estimates

BOOM:
https://t.co/BSr8MDFfpm",: CNN Has Entire Day RUINED After Trump Obliterates Their October Job Estimates BOOM :
"RT @vampireboner666: donald trump: *makes it very clear he hates minorities and women*
*minorities and women call him out on his fuck shit*…",: donald trump : *makes clear hates minorities women* *minorities women call fuck shit*…
"RT @thebradfordfile: The best part about a Trump rally is he is 100% authentic. 

Trump is simply Trump. 

He makes the opposition look lik…",: The best part Trump rally % authentic . Trump simply Trump . He makes opposition look lik…
Thank God for President Trump.  Reversing the evils of Obama 🙏🙏🙏🙏✝️✝️✝️✝️,Thank God President Trump . Reversing evils Obama ️️️️
@DeanObeidallah @realDonaldTrump I choose President Trump and freedom over socialism/ communism.      Tyranny. You commies are a disgrace,I choose President Trump freedom socialism/ communism . Tyranny . You commies disgrace
RT @anesam98: White House official who heard Trump’s call with Ukraine leader testified that he was told to keep quiet https://t.co/lx5Iz53…,: White House official heard Trump ’ call Ukraine leader testified told keep quiet
"🔴 President Donald Trump Rally LIVE in Tupelo, MS 11/1/19 https://t.co/3aL9IuPVEZ via @YouTube
Starting Soon","President Donald Trump Rally LIVE Tupelo , MS /1/19 via Starting Soon"
"RT @ShelbyKStewart: Meanwhile, children suffer in a broken foster system when they could be thriving in loving homes. The ignorance and big…",": Meanwhile , children suffer broken foster system could thriving loving homes . The ignorance big…"
Your brain and your soul....but def not your first born son...,Your brain soul ... .but def first born son ...
RT @heyitsCarolyn: 🔥L👀K at all of those Trump Supporters! And there were even more Trump supporters outside that couldn’t get into the Rall…,: LK Trump Supporters ! And even Trump supporters outside ’ get Rall…
"RT @Fahrenthold: The Daily Mail visits @realdonaldtrump's Doral resort, finds:
--Views of 2 different garbage dumps.
--Mold on an A/C vent…",": The Daily Mail visits 's Doral resort , finds : -- Views different garbage dumps . -- Mold A/C vent…"
RT @TeamJoe: Iowans know that @JoeBiden is going to beat Donald Trump like a drum! 🥁 #LJ19 https://t.co/SQb2ao1b6V,: Iowans know going beat Donald Trump like drum ! 🥁
RT @debv219: New ABC/Washington Post poll full of troubling signs for Trump https://t.co/zxElJFpeiQ,: New ABC/Washington Post poll full troubling signs Trump
"@JoeBiden Biden, you’re so fucked. So is your Democratic Party. You come across so petty. Follow Buddy Beto and get outta there","Biden , ’ fucked . So Democratic Party . You come across petty . Follow Buddy Beto get outta"
"Is this a shaking my head or a face palm moment, or just throwing your hands up and giving up? -  'Trump Tells Loui… https://t.co/QncZjmq2xZ","Is shaking head face palm moment , throwing hands giving ? - 'Trump Tells Loui…"
"RT @TrumpWarRoom: WATCH: A confused Joe Biden appeared to be reliving his 2012 campaign during an interview in Iowa this week, touting a cu…",": WATCH : A confused Joe Biden appeared reliving campaign interview Iowa week , touting cu…"
"RT @TeamPelosi: We're so grateful for the outpouring of support we’ve received in recent weeks. Thank you so much.

Our fight is only begin…",: We 're grateful outpouring support ’ received recent weeks . Thank much . Our fight begin…
Sounds like a great candidate to be your VP #Biden #Beto,Sounds like great candidate VP
RT @RVAwonk: 66 million Americans voted *not* to put Trump in office — and then returned to the polls in 2018 to elect those 231 Democrats…,: million Americans voted *not* put Trump office — returned polls elect Democrats…
RT @rSAND400: fuck donald trump🤣 https://t.co/XA7DkpMcb3,: fuck donald trump🤣
RT @nedryun: I told @TuckerCarlson last night that many inside DC find democracy inconvenient. The Administrative State actors think they s…,: I told last night many inside DC find democracy inconvenient . The Administrative State actors think s…
"RT @Stonekeeper3: #magaLOVE🦅@TippytopshapeU!
🤢This was 1of2 that disabled my son in ‘89 for life.
🤑CDC&amp;Congress call parents raising vax in…",: 🦅 ! 🤢This of2 disabled son ‘ 89 life . 🤑CDC & amp ; Congress call parents raising vax in…
"RT @CharleenMontgom: @AriFleischer Not just that, the list of Trump’s contributions to that city are way too numerous to list! He’s paid PL…",": Not , list Trump ’ contributions city way numerous list ! He ’ paid PL…"
RT @mikefarb1: Either the GOP has made a decision that Trump is worth the total destruction of their party or they have a plan to never rel…,: Either GOP made decision Trump worth total destruction party plan never rel…
"RT @BoscoRotten: PELOSI’S DEMOCRATS and their #FAKEIMPEACHMENT HELP PRESIDENT #TRUMP2020 raise 3 MILLION in 1 DAY!! 
#KAG #TWGRP #UKRAINEHO…",: PELOSI ’ S DEMOCRATS HELP PRESIDENT raise MILLION DAY ! ! …
"RT @heatherjones333: 👿 HUGE! Suspected 'Whistleblower' Ciaramella May Be CIA Spy Planted in Trump White House Identified as ""Charlie"" in St…",: HUGE ! Suspected 'Whistleblower ' Ciaramella May Be CIA Spy Planted Trump White House Identified `` Charlie '' St…
Juro x dios q quiero pensar bien. Pero nada q ver lo q habla con lo q dice .🤣🤣🤣🤣🤣🤣🤣🤣,Juro x dios q quiero pensar bien . Pero nada q ver lo q habla con lo q dice .🤣🤣🤣🤣🤣🤣🤣🤣
RT @ckkirsch1: Hey De Blasio.Clean up your own backyard before you try to dirty up others. You are a disgrace to the brothers &amp; sisters in…,: Hey De Blasio.Clean backyard try dirty others . You disgrace brothers & amp ; sisters in…
"RT @kurteichenwald: 3...there was Japanese internment, Justice Robert Jackson wrote of this power in his dissent that it “lies about like a…",": ... Japanese internment , Justice Robert Jackson wrote power dissent “ lies like a…"
"RT @amyriscool: HOLY SHIT!  His approval with Repubs is 74%?!!!!

Paul Begala said in 2017, he dips below 80% with Repubs, he's toast.

Toa…",": HOLY SHIT ! His approval Repubs % ? ! ! ! ! Paul Begala said , dips % Repubs , 's toast . Toa…"
"RT @gtconway3d: As someone who thought the Iraq war was idiotic, I myself find Trump’s rhetoric on “endless wars” appealing.  But you don’t…",": As someone thought Iraq war idiotic , I find Trump ’ rhetoric “ endless wars ” appealing . But ’ t…"
The UFC Is the Only Place in New York Where Trump Might Avoid Boos https://t.co/NDbhiCwUgh,The UFC Is Only Place New York Where Trump Might Avoid Boos
"@DrDooleyMD @GovbyUs I hate agreeing with Trump, but F the news...

Ya heard?","I hate agreeing Trump , F news ... Ya heard ?"
"RT @Bamafanaticfan1: Greta Thunberg won't meet with Trump: 'I don't understand why I would do that'

https://t.co/zcbtaC6oEZ
Who Cares A Ch…",: Greta Thunberg wo n't meet Trump : ' I n't understand I would ' Who Cares A Ch…
"RT @BlueSea1964: 🚨 Anti-Trump CIA ""Whistleblower"" Eric Ciaramella Said Nothing As His Pal Joe Biden Allowed Millions To Flow To His Son Hun…",: Anti-Trump CIA `` Whistleblower '' Eric Ciaramella Said Nothing As His Pal Joe Biden Allowed Millions To Flow To His Son Hun…
RT @neeratanden: Please share widely. https://t.co/xC2056d6rq,: Please share widely .
"RT @LacyJohnsonMN: The economic success our country is experiencing under Trump should be lifting up inner cities.
 
Unfortunately, the Dem…",": The economic success country eeriencing Trump lifting inner cities . Unfortunately , Dem…"
@BreitbartNews Trump 2020,Trump
RT @LindaMLC: A psychologist just confirmed that Trump is a true sociopath | The Dworkin Report https://t.co/lbW9BGHr00,: A psychologist confirmed Trump true sociopath | The Dworkin Report
"RT @CallingBSonU: Every day I wonder how many good tweets I have left in me. I keep thinking I'll run out of ideas any day.

They still kee…",: Every day I wonder many good tweets I left . I keep thinking I 'll run ideas day . They still kee…
RT @We_R_an0nym0us: FIREWORKS! Steve Bannon Schools Anderson Cooper on Biden Crime Family (VIDEO) https://t.co/MxQsfsxkiy via @gatewaypundit,: FIREWORKS ! Steve Bannon Schools Anderson Cooper Biden Crime Family ( VIDEO ) via
"RT @Education4Libs: President Trump says he will move to Florida after he moves out of the White House.

Good for him.

Why would you want…",: President Trump says move Florida moves White House . Good . Why would want…
RT @BeaglesResist: This seems bad. https://t.co/0kaWI8AHon,: This seems bad .
"RT @atrupar: 1) Trump lost the popular vote 

2) Republicans lost 40 House seats in 2018, giving Democrats the majority 

3) Land doesn’t v…",": ) Trump lost popular vote ) Republicans lost House seats , giving Democrats majority ) Land ’ v…"
"RT @atrupar: TRUMP: ""We did leave soldiers [in the Middle East] because we're keeping the oil. I like oil. We're keeping the oil.""

He then…",: TRUMP : `` We leave soldiers [ Middle East ] 're keeping oil . I like oil . We 're keeping oil . '' He then…
Thanks Congress for your tremendous investigating into the biggest illegal occupation of the White House by the idi… https://t.co/0SP4QDLCyr,Thanks Congress tremendous investigating biggest illegal occupation White House idi…
RT @Herbert_L_Reed: Franklin Graham Sends Powerful Message To Americans On Trump Impeachment https://t.co/yM2fg1jf4e,: Franklin Graham Sends Powerful Message To Americans On Trump Impeachment
"RT @4YrsToday: Donald Trump said Adam Schiff has taken all the power for himself...

...has he?",: Donald Trump said Adam Schiff taken power ... ... ?
RT @mikefarb1: Either the GOP has made a decision that Trump is worth the total destruction of their party or they have a plan to never rel…,: Either GOP made decision Trump worth total destruction party plan never rel…
"@realDonaldTrump Trump continues to lie as he loses more and more supporters. Once the hearings start, he will be a pariah.","Trump continues lie loses supporters . Once hearings start , pariah ."
"RT @buzzman888: “Trump Rally”
Tupelo, Mississippi.....

Poll this. 👇🏻

#Cody45🐯 
https://t.co/YvCw4QE9wv",": “ Trump Rally ” Tupelo , Mississippi ... .. Poll ."
"RT @MattBevin: Kentucky is Trump/Pence country! 🇺🇸

No better place to have the maiden voyage of the ⁦@POTUS⁩ /⁦@VP⁩ campaign bus...

#WeAr…",: Kentucky Trump/Pence country ! 🇺🇸 No better place maiden voyage ⁦⁩ /⁦⁩ campaign bus ... …
"In light of today’s news that some GOP Senators have decided to admit Trump demanded Ukraine investigate Biden, but… https://t.co/b4a1faFQDr","In light today ’ news GOP Senators decided admit Trump demanded Ukraine investigate Biden , but…"
"RT @steph93065: FACTS:

1) The Obama admin targeted the Trump campaign 
and they had help from foreign governments, one of which was the Uk…",": FACTS : ) The Obama admin targeted Trump campaign help foreign governments , one Uk…"
"RT @SethAbramson: ""Those [figures] were wildly inaccurate,"" said Joseph Brusuelas, chief U.S. economist at audit and accounting firm RSM. ""…",": `` Those [ figures ] wildly inaccurate , '' said Joseph Brusuelas , chief U.S. economist audit accounting firm RSM . `` …"
"RT @politicususa: Trump broke down on Friday night as impeachment trigged him to attack the whistleblower, Democrats, and claim he did noth…",": Trump broke Friday night impeachment trigged attack whistleblower , Democrats , claim noth…"
"RT @NPR: A House attorney said the Trump administration ""made up"" the concept that all senior Trump aides have an absolute shield from any…",: A House attorney said Trump administration `` made '' concept senior Trump aides absolute shield any…
"RT @PrisonPlanet: An Antifa supporter bragged about giving trick or treat children dressed as Trump Fentanyl-laced candy.

So much for the…",: An Antifa supporter bragged giving trick treat children dressed Trump Fentanyl-laced candy . So much the…
